,X1,lastName,firstName,Date,Period,School,Sport,proportion_male,proportion_female,gender,schoolAddress,websiteAddress
4168,5732,Sandlant,Travis,2018-2019,Oct 2016 - ,Stetson University,Women's Tennis,0.993,0.007,male,"421 N Woodland Blvd, DeLand, FL 32723",www.stetson.edu
4169,6566,Thurstin,Katie,2018-2019,Sep 2017 - ,Stetson University,Women's Rowing,0.002,0.998,female,"421 N Woodland Blvd, DeLand, FL 32723",www.stetson.edu
4170,6642,Trimper,Steve,2018-2019,Jan 2017 - ,Stetson University,Baseball,0.9961,0.0039,male,"421 N Woodland Blvd, DeLand, FL 32723",www.stetson.edu
4171,6923,Watson,Larry,2018-2019,Jul 2013 - ,Stetson University,Men's Golf,0.9954,0.0046,male,"421 N Woodland Blvd, DeLand, FL 32723",www.stetson.edu
4172,7092,Williams,Corey,2018-2019,Jul 2013 - Apr 2019,Stetson University,Men's Basketball,0.9502,0.0498,male,"421 N Woodland Blvd, DeLand, FL 32723",www.stetson.edu
4173,116,Anatol,Ryan,2018-2019,Apr 2011 - ,Stony Brook University,Men's Soccer,0.9768,0.0232,male,"310 Administration Building, Stony Brook, NY 11794",https://www.stonybrook.edu
4174,410,Belzung,Kristin,2018-2019,Feb 2017 - ,Stony Brook University,Women's Volleyball,0.0085,0.9915,female,"310 Administration Building, Stony Brook, NY 11794",https://www.stonybrook.edu
4175,492,Bischof,Tobias,2018-2019,Apr 2019 - ,Stony Brook University,Women's Soccer,1,0,male,"310 Administration Building, Stony Brook, NY 11794",https://www.stonybrook.edu
4176,546,Boals,Jeff,2018-2019,Apr 2016 - Apr 2019,Stony Brook University,Men's Basketball,0.9977,0.0023,male,"310 Administration Building, Stony Brook, NY 11794",https://www.stonybrook.edu
4177,809,Bryant,Megan,2018-2019,Aug 2003 - ,Stony Brook University,Softball,0.0024,0.9976,female,"310 Administration Building, Stony Brook, NY 11794",https://www.stonybrook.edu
4178,1944,Faherty,Brendan,2018-2019,Feb 2016 - Apr 2019,Stony Brook University,Women's Soccer,0.996,0.004,male,"310 Administration Building, Stony Brook, NY 11794",https://www.stonybrook.edu
4179,2101,Ford,Geno,2018-2019,Apr 2019 - ,Stony Brook University,Men's Basketball,1,0,male,"310 Administration Building, Stony Brook, NY 11794",https://www.stonybrook.edu
4180,2338,Gilardi,Anthony,2018-2019,Jul 2019 - ,Stony Brook University,Men's Lacrosse,0.9946,0.0054,male,"310 Administration Building, Stony Brook, NY 11794",https://www.stonybrook.edu
4181,2376,Glassman,Gary,2018-2019,Aug 2003 - ,Stony Brook University,Women's Tennis,0.9962,0.0038,male,"310 Administration Building, Stony Brook, NY 11794",https://www.stonybrook.edu
4182,4208,McCombs,Caroline,2018-2019,Jul 2014 - ,Stony Brook University,Women's Basketball,0.0015,0.9985,female,"310 Administration Building, Stony Brook, NY 11794",https://www.stonybrook.edu
4183,4704,Nagle,Jim,2018-2019,Jul 2011 - Jul 2019,Stony Brook University,Men's Lacrosse,0.9966,0.0034,male,"310 Administration Building, Stony Brook, NY 11794",https://www.stonybrook.edu
4184,5303,Priore,Chuck,2018-2019,Jan 2006 - ,Stony Brook University,Football,0.9997,0.0003,male,"310 Administration Building, Stony Brook, NY 11794",https://www.stonybrook.edu
4185,5619,Ronan,Andy,2018-2019,Sep 2000 - ,Stony Brook University,"Women's Track, Outdoor",0.9881,0.0119,male,"310 Administration Building, Stony Brook, NY 11794",https://www.stonybrook.edu
4186,5620,Ronan,Andy,2018-2019,Aug 2003 - ,Stony Brook University,Men's Cross Country,0.9881,0.0119,male,"310 Administration Building, Stony Brook, NY 11794",https://www.stonybrook.edu
4187,5621,Ronan,Andy,2018-2019,Sep 2000 - ,Stony Brook University,"Women's Track, Indoor",0.9881,0.0119,male,"310 Administration Building, Stony Brook, NY 11794",https://www.stonybrook.edu
4188,5622,Ronan,Andy,2018-2019,Aug 2003 - ,Stony Brook University,"Men's Track, Outdoor",0.9881,0.0119,male,"310 Administration Building, Stony Brook, NY 11794",https://www.stonybrook.edu
4189,5623,Ronan,Andy,2018-2019,Aug 2003 - ,Stony Brook University,"Men's Track, Indoor",0.9881,0.0119,male,"310 Administration Building, Stony Brook, NY 11794",https://www.stonybrook.edu
4190,5624,Ronan,Andy,2018-2019,Aug 2003 - ,Stony Brook University,Women's Cross Country,0.9881,0.0119,male,"310 Administration Building, Stony Brook, NY 11794",https://www.stonybrook.edu
4191,5908,Senk,Matt,2018-2019,Apr 1991 - ,Stony Brook University,Baseball,0.9997,0.0003,male,"310 Administration Building, Stony Brook, NY 11794",https://www.stonybrook.edu
4192,6095,Smith,Kerry,2018-2019,Jun 2018 - ,Stony Brook University,Women's Swimming and Diving,0.4896,0.5104,female,"310 Administration Building, Stony Brook, NY 11794",https://www.stonybrook.edu
4193,6178,Spallina,Joe,2018-2019,Jul 2011 - ,Stony Brook University,Women's Lacrosse,0.9745,0.0255,male,"310 Administration Building, Stony Brook, NY 11794",https://www.stonybrook.edu
4194,210,Babers,Dino,2018-2019,Jan 2016 - ,Syracuse University,Football,1,0,male,"900 South Crouse Ave., Syracuse, NY 13244",https://www.syracuse.edu
4195,394,Bell,Brien,2018-2019,Aug 2018 - ,Syracuse University,Women's Cross Country,0.9985,0.0015,male,"900 South Crouse Ave., Syracuse, NY 13244",https://www.syracuse.edu
4196,395,Bell,Brien,2018-2019,Aug 2018 - ,Syracuse University,"Women's Track, Indoor",0.9985,0.0015,male,"900 South Crouse Ave., Syracuse, NY 13244",https://www.syracuse.edu
4197,396,Bell,Brien,2018-2019,Aug 2018 - ,Syracuse University,Men's Cross Country,0.9985,0.0015,male,"900 South Crouse Ave., Syracuse, NY 13244",https://www.syracuse.edu
4198,397,Bell,Brien,2018-2019,Aug 2018 - ,Syracuse University,"Men's Track, Indoor",0.9985,0.0015,male,"900 South Crouse Ave., Syracuse, NY 13244",https://www.syracuse.edu
4199,398,Bell,Brien,2018-2019,Aug 2018 - ,Syracuse University,"Men's Track, Outdoor",0.9985,0.0015,male,"900 South Crouse Ave., Syracuse, NY 13244",https://www.syracuse.edu
4200,399,Bell,Brien,2018-2019,Aug 2018 - ,Syracuse University,"Women's Track, Outdoor",0.9985,0.0015,male,"900 South Crouse Ave., Syracuse, NY 13244",https://www.syracuse.edu
4201,560,Boeheim,Jim,2018-2019,Aug 1976 - ,Syracuse University,Men's Basketball,0.9966,0.0034,male,"900 South Crouse Ave., Syracuse, NY 13244",https://www.syracuse.edu
4202,653,Bradley,Ange,2018-2019,Jan 2007 - ,Syracuse University,Field Hockey,0.0163,0.9837,female,"900 South Crouse Ave., Syracuse, NY 13244",https://www.syracuse.edu
4203,1602,Desko,John,2018-2019,Aug 1998 - ,Syracuse University,Men's Lacrosse,0.9961,0.0039,male,"900 South Crouse Ave., Syracuse, NY 13244",https://www.syracuse.edu
4204,1650,Doepking,Shannon,2018-2019,Oct 2018 - ,Syracuse University,Softball,0.1408,0.8592,female,"900 South Crouse Ave., Syracuse, NY 13244",https://www.syracuse.edu
4205,2047,Flanagan,Paul,2018-2019,Aug 2008 - ,Syracuse University,Women's Ice Hockey,0.996,0.004,male,"900 South Crouse Ave., Syracuse, NY 13244",https://www.syracuse.edu
4206,2203,Gait,Gary,2018-2019,Sep 2007 - ,Syracuse University,Women's Lacrosse,0.9962,0.0038,male,"900 South Crouse Ave., Syracuse, NY 13244",https://www.syracuse.edu
4207,2916,Hillsman,Quentin,2018-2019,Nov 2006 - ,Syracuse University,Women's Basketball,0.9946,0.0054,male,"900 South Crouse Ave., Syracuse, NY 13244",https://www.syracuse.edu
4208,3884,Limam,Younes,2018-2019,Aug 2014 - ,Syracuse University,Women's Tennis,1,0,male,"900 South Crouse Ave., Syracuse, NY 13244",https://www.syracuse.edu
4209,4283,McGee,Luke,2018-2019,Sep 2018 - ,Syracuse University,Women's Rowing,0.9976,0.0024,male,"900 South Crouse Ave., Syracuse, NY 13244",https://www.syracuse.edu
4210,4306,McIntyre,Ian,2018-2019,Feb 2010 - ,Syracuse University,Men's Soccer,0.9962,0.0038,male,"900 South Crouse Ave., Syracuse, NY 13244",https://www.syracuse.edu
4211,4565,Moore,Justin,2018-2019,Sep 2010 - Sep 2018,Syracuse University,Women's Rowing,0.9947,0.0053,male,"900 South Crouse Ave., Syracuse, NY 13244",https://www.syracuse.edu
4212,7015,Wheddon,Phil,2018-2019,Jun 2008 - Jan 2019,Syracuse University,Women's Soccer,0.9976,0.0024,male,"900 South Crouse Ave., Syracuse, NY 13244",https://www.syracuse.edu
4213,7245,Yelin,Leonid,2018-2019,Sep 2012 - ,Syracuse University,Women's Volleyball,1,0,male,"900 South Crouse Ave., Syracuse, NY 13244",https://www.syracuse.edu
4214,955,Cardoza,Tonya,2018-2019,Aug 2008 - ,Temple University,Women's Basketball,0.0034,0.9966,female,"1801 North Broad Street, Philadelphia, PA 19122-6096",www.temple.edu
4215,957,Carey,Rod,2018-2019,Feb 2019 - ,Temple University,Football,1,0,male,"1801 North Broad Street, Philadelphia, PA 19122-6096",www.temple.edu
4216,1119,Ciufo,Susan,2018-2019,Mar 2019 - ,Temple University,Field Hockey,0.0022,0.9978,female,"1801 North Broad Street, Philadelphia, PA 19122-6096",www.temple.edu
4217,1214,Collins,Geoff,2018-2019,Jan 2017 - Feb 2019,Temple University,Football,1,0,male,"1801 North Broad Street, Philadelphia, PA 19122-6096",www.temple.edu
4218,1774,Dunphy,Fran,2018-2019,May 2006 - May 2019,Temple University,Men's Basketball,0.0646,0.9354,female,"1801 North Broad Street, Philadelphia, PA 19122-6096",www.temple.edu
4219,2107,Forde,Elvis,2018-2019,Sep 2014 - ,Temple University,"Women's Track, Outdoor",0.9938,0.0062,male,"1801 North Broad Street, Philadelphia, PA 19122-6096",www.temple.edu
4220,2108,Forde,Elvis,2018-2019,Sep 2014 - ,Temple University,"Women's Track, Indoor",0.9938,0.0062,male,"1801 North Broad Street, Philadelphia, PA 19122-6096",www.temple.edu
4221,2146,Franke,Nikki,2018-2019,Oct 1972 - ,Temple University,Women's Fencing,0.0211,0.9789,female,"1801 North Broad Street, Philadelphia, PA 19122-6096",www.temple.edu
4222,2161,Freeman,Marybeth,2018-2019,Aug 2015 - Mar 2019,Temple University,Field Hockey,0,1,female,"1801 North Broad Street, Philadelphia, PA 19122-6096",www.temple.edu
4223,2228,Ganesharatnam,Bakeer,2018-2019,Feb 2011 - ,Temple University,Women's Volleyball,,,male,"1801 North Broad Street, Philadelphia, PA 19122-6096",www.temple.edu
4224,4011,MacWilliams,Dave,2018-2019,Aug 2003 - Nov 2018,Temple University,Men's Soccer,0.9985,0.0015,male,"1801 North Broad Street, Philadelphia, PA 19122-6096",www.temple.edu
4225,4172,Mauro,Steve,2018-2019,Nov 2005 - ,Temple University,Men's Tennis,0.9961,0.0039,male,"1801 North Broad Street, Philadelphia, PA 19122-6096",www.temple.edu
4226,4173,Mauro,Steve,2018-2019,Nov 2008 - ,Temple University,Women's Tennis,0.9961,0.0039,male,"1801 North Broad Street, Philadelphia, PA 19122-6096",www.temple.edu
4227,4314,McKie,Aaron,2018-2019,May 2019 - ,Temple University,Men's Basketball,0.9918,0.0082,male,"1801 North Broad Street, Philadelphia, PA 19122-6096",www.temple.edu
4228,4778,Nilson,Josh,2018-2019,Sep 2018 - ,Temple University,Women's Gymnastics,1,0,male,"1801 North Broad Street, Philadelphia, PA 19122-6096",www.temple.edu
4229,4845,O'Connor,Seamus,2018-2019,Jul 2013 - Feb 2020,Temple University,Women's Soccer,1,0,male,"1801 North Broad Street, Philadelphia, PA 19122-6096",www.temple.edu
4230,5336,Quinn,Brian,2018-2019,Aug 2007 - ,Temple University,Men's Golf,0.9958,0.0042,male,"1801 North Broad Street, Philadelphia, PA 19122-6096",www.temple.edu
4231,5636,Rosen,Bonnie,2018-2019,Oct 2006 - ,Temple University,Women's Lacrosse,0.008,0.992,female,"1801 North Broad Street, Philadelphia, PA 19122-6096",www.temple.edu
4232,5667,Rowland,Brian,2018-2019,Nov 2018 - ,Temple University,Men's Soccer,0.9958,0.0042,male,"1801 North Broad Street, Philadelphia, PA 19122-6096",www.temple.edu
4233,6132,Smith-Grzybowski,Rebecca,2018-2019,Sep 2012 - ,Temple University,Women's Rowing,0.0027,0.9973,female,"1801 North Broad Street, Philadelphia, PA 19122-6096",www.temple.edu
4234,6149,Snyder,James,2018-2019,Aug 2018 - Apr 2019,Temple University,Women's Cross Country,0.9956,0.0044,male,"1801 North Broad Street, Philadelphia, PA 19122-6096",www.temple.edu
4235,6150,Snyder,James,2018-2019,Aug 2018 - Apr 2019,Temple University,Men's Cross Country,0.9956,0.0044,male,"1801 North Broad Street, Philadelphia, PA 19122-6096",www.temple.edu
4236,784,Browning,Andrea,2018-2019,Sep 2017 - ,Tennessee State University,Softball,0.0125,0.9875,female,"3500 John A. Merritt Blvd, Nashville, TN 37209-1561",www.tnstate.edu
4237,1060,Cheeseborough-Guice,Chandra,2018-2019,Jul 2011 - ,Tennessee State University,Men's Cross Country,0.0036,0.9964,female,"3500 John A. Merritt Blvd, Nashville, TN 37209-1561",www.tnstate.edu
4238,1061,Cheeseborough-Guice,Chandra,2018-2019,Jul 2011 - ,Tennessee State University,"Men's Track, Outdoor",0.0036,0.9964,female,"3500 John A. Merritt Blvd, Nashville, TN 37209-1561",www.tnstate.edu
4239,1062,Cheeseborough-Guice,Chandra,2018-2019,Jul 2011 - ,Tennessee State University,"Men's Track, Indoor",0.0036,0.9964,female,"3500 John A. Merritt Blvd, Nashville, TN 37209-1561",www.tnstate.edu
4240,1063,Cheeseborough-Guice,Chandra,2018-2019,Aug 1994 - ,Tennessee State University,"Women's Track, Outdoor",0.0036,0.9964,female,"3500 John A. Merritt Blvd, Nashville, TN 37209-1561",www.tnstate.edu
4241,1064,Cheeseborough-Guice,Chandra,2018-2019,Sep 1994 - ,Tennessee State University,Women's Cross Country,0.0036,0.9964,female,"3500 John A. Merritt Blvd, Nashville, TN 37209-1561",www.tnstate.edu
4242,1065,Cheeseborough-Guice,Chandra,2018-2019,Aug 1994 - ,Tennessee State University,"Women's Track, Indoor",0.0036,0.9964,female,"3500 John A. Merritt Blvd, Nashville, TN 37209-1561",www.tnstate.edu
4243,1205,Collins,"Brian ""Penny""",2018-2019,Apr 2018 - ,Tennessee State University,Men's Basketball,,,male,"3500 John A. Merritt Blvd, Nashville, TN 37209-1561",www.tnstate.edu
4244,3498,Kern,Jessica,2018-2019,May 2017 - Oct 2020,Tennessee State University,Women's Basketball,0.0032,0.9968,female,"3500 John A. Merritt Blvd, Nashville, TN 37209-1561",www.tnstate.edu
4245,4290,McGrath,Gerald,2018-2019,Nov 2012 - ,Tennessee State University,Men's Golf,0.9947,0.0053,male,"3500 John A. Merritt Blvd, Nashville, TN 37209-1561",www.tnstate.edu
4246,4291,McGrath,Gerald,2018-2019,Nov 2012 - ,Tennessee State University,Women's Golf,0.9947,0.0053,male,"3500 John A. Merritt Blvd, Nashville, TN 37209-1561",www.tnstate.edu
4247,4932,Oredugba,Lola,2018-2019,Jan 2019 - ,Tennessee State University,Women's Tennis,0.0021,0.9979,female,"3500 John A. Merritt Blvd, Nashville, TN 37209-1561",www.tnstate.edu
4248,4933,Oredugba,Lola,2018-2019,Jan 2019 - ,Tennessee State University,Men's Tennis,0.0021,0.9979,female,"3500 John A. Merritt Blvd, Nashville, TN 37209-1561",www.tnstate.edu
4249,4934,Oredugba,Lola,2018-2019,Jan 2019 - ,Tennessee State University,Men's Tennis,0.0021,0.9979,female,"3500 John A. Merritt Blvd, Nashville, TN 37209-1561",www.tnstate.edu
4250,5403,Reed,Roderick,2018-2019,Feb 2010 - ,Tennessee State University,Football,0.9935,0.0065,male,"3500 John A. Merritt Blvd, Nashville, TN 37209-1561",www.tnstate.edu
4251,6401,Sutton,Donika,2018-2019,Mar 2017 - ,Tennessee State University,Women's Volleyball,0,1,female,"3500 John A. Merritt Blvd, Nashville, TN 37209-1561",www.tnstate.edu
4252,6827,Walker III,Monroe,2018-2019,Feb 2015 - Jan 2019,Tennessee State University,Men's Tennis,0.8943,0.1057,male,"3500 John A. Merritt Blvd, Nashville, TN 37209-1561",www.tnstate.edu
4253,6829,Walker III,Monroe,2018-2019,Feb 2015 - Jan 2019,Tennessee State University,Women's Tennis,0.8943,0.1057,male,"3500 John A. Merritt Blvd, Nashville, TN 37209-1561",www.tnstate.edu
4254,57,Alexander,Dewayne,2018-2019,Feb 2018 - ,Tennessee Technological University,Football,0.9952,0.0048,male,"1 William L. Jones Drive, Cookeville, TN 38505-0001",www.tntech.edu
4255,151,Angel,Wayne,2018-2019,Aug 2014 - Sep 2019,Tennessee Technological University,Women's Cross Country,0.9959,0.0041,male,"1 William L. Jones Drive, Cookeville, TN 38505-0001",www.tntech.edu
4256,152,Angel,Wayne,2018-2019,Aug 2014 - Sep 2019,Tennessee Technological University,"Women's Track, Outdoor",0.9959,0.0041,male,"1 William L. Jones Drive, Cookeville, TN 38505-0001",www.tntech.edu
4257,153,Angel,Wayne,2018-2019,Aug 2014 - Sep 2019,Tennessee Technological University,"Women's Track, Indoor",0.9959,0.0041,male,"1 William L. Jones Drive, Cookeville, TN 38505-0001",www.tntech.edu
4258,154,Angel,Wayne,2018-2019,Aug 2014 - Sep 2019,Tennessee Technological University,Men's Cross Country,0.9959,0.0041,male,"1 William L. Jones Drive, Cookeville, TN 38505-0001",www.tntech.edu
4259,761,Brown,Polk,2018-2019,Aug 2011 - ,Tennessee Technological University,Men's Golf,1,0,male,"1 William L. Jones Drive, Cookeville, TN 38505-0001",www.tntech.edu
4260,762,Brown,Polk,2018-2019,Aug 2011 - ,Tennessee Technological University,Women's Golf,1,0,male,"1 William L. Jones Drive, Cookeville, TN 38505-0001",www.tntech.edu
4261,1708,Doyle,Kenny,2018-2019,Sep 2009 - ,Tennessee Technological University,Men's Tennis,0.9894,0.0106,male,"1 William L. Jones Drive, Cookeville, TN 38505-0001",www.tntech.edu
4262,2455,Graham,Bonnie,2018-2019,Feb 2013 - Sep 2019,Tennessee Technological University,Softball,0.008,0.992,female,"1 William L. Jones Drive, Cookeville, TN 38505-0001",www.tntech.edu
4263,2977,Holmes,Justin,2018-2019,Jul 2018 - Dec 2019,Tennessee Technological University,Baseball,0.9947,0.0053,male,"1 William L. Jones Drive, Cookeville, TN 38505-0001",www.tntech.edu
4264,5039,Payne,Steve,2018-2019,Jun 2011 - Apr 2019,Tennessee Technological University,Men's Basketball,0.9961,0.0039,male,"1 William L. Jones Drive, Cookeville, TN 38505-0001",www.tntech.edu
4265,5631,Rosamond,Kim,2018-2019,May 2016 - ,Tennessee Technological University,Women's Basketball,0.1546,0.8454,female,"1 William L. Jones Drive, Cookeville, TN 38505-0001",www.tntech.edu
4266,6209,Springthorpe,Steve,2018-2019,Feb 2014 - ,Tennessee Technological University,Women's Soccer,0.9961,0.0039,male,"1 William L. Jones Drive, Cookeville, TN 38505-0001",www.tntech.edu
4267,6822,Waldo,Jeannette,2018-2019,Feb 2018 - ,Tennessee Technological University,Women's Volleyball,0.0009,0.9991,female,"1 William L. Jones Drive, Cookeville, TN 38505-0001",www.tntech.edu
4268,509,Blair,Gary,2018-2019,Apr 2003 - ,"Texas A&M University, College Station",Women's Basketball,0.9962,0.0038,male,,
4269,824,Bultman,Steve,2018-2019,Aug 1999 - ,"Texas A&M University, College Station",Women's Swimming and Diving,0.9961,0.0039,male,,
4270,1072,Childress,Rob,2018-2019,Jul 2005 - ,"Texas A&M University, College Station",Baseball,1,0,male,,
4271,1593,Denton,Steve,2018-2019,Sep 2006 - ,"Texas A&M University, College Station",Men's Tennis,0.9961,0.0039,male,,
4272,1930,Evans,Jo,2018-2019,Sep 1996 - ,"Texas A&M University, College Station",Softball,0.0083,0.9917,female,,
4273,2038,Fisher,Jimbo,2018-2019,Jan 2018 - ,"Texas A&M University, College Station",Football,1,0,male,,
4274,2272,Gaston,Andrea,2018-2019,Jul 2018 - ,"Texas A&M University, College Station",Women's Golf,0.0125,0.9875,female,,
4275,2551,Guerrieri,Gerald,2018-2019,Jun 1993 - ,"Texas A&M University, College Station",Women's Soccer,0.9947,0.0053,male,,
4276,2851,Henry,Pat,2018-2019,Sep 2004 - ,"Texas A&M University, College Station","Women's Track, Indoor",0.3592,0.6408,female,,
4277,2852,Henry,Pat,2018-2019,Aug 2004 - ,"Texas A&M University, College Station","Men's Track, Indoor",0.3592,0.6408,female,,
4278,2853,Henry,Pat,2018-2019,Aug 2004 - ,"Texas A&M University, College Station",Women's Cross Country,0.3592,0.6408,female,,
4279,2854,Henry,Pat,2018-2019,Aug 2004 - ,"Texas A&M University, College Station","Men's Track, Outdoor",0.3592,0.6408,female,,
4280,2855,Henry,Pat,2018-2019,Aug 2004 - ,"Texas A&M University, College Station",Men's Cross Country,0.3592,0.6408,female,,
4281,2856,Henry,Pat,2018-2019,Sep 2004 - ,"Texas A&M University, College Station","Women's Track, Outdoor",0.3592,0.6408,female,,
4282,2901,Higgins,JT,2018-2019,Jul 2001 - Nov 2020,"Texas A&M University, College Station",Men's Golf,1,0,male,,
4283,2976,Holmes,Jay,2018-2019,Aug 2004 - ,"Texas A&M University, College Station",Men's Swimming and Diving,0.9875,0.0125,male,,
4284,3472,Kennedy,Billy,2018-2019,Jun 2011 - Apr 2019,"Texas A&M University, College Station",Men's Basketball,0.9881,0.0119,male,,
4285,3674,Kuhn,Laura,2018-2019,Dec 2017 - ,"Texas A&M University, College Station",Women's Volleyball,0.003,0.997,female,,
4286,6934,Weaver,Mark,2018-2019,Aug 2015 - ,"Texas A&M University, College Station",Women's Tennis,0.9967,0.0033,male,,
